name,rating,age,gender,country
"Slaba,",2013,21,F,SVK
"Sekova,",2007,15,F,SVK
"Taragelova,",2007,21,F,SVK
"Bochnickova,",2004,47,F,SVK
"Sosovickova,",1969,19,F,SVK
"Meszarosova,",1968,26,F,SVK
"Korenova,",1963,20,F,SVK
"Tomcikova,",1957,21,F,SVK
"Vasylchuk,",1956,17,F,SVK
"Farkas,",1944,27,F,SVK
"Ivanecka,",1942,19,F,SVK
"Kovarikova,",1940,17,F,SVK
"Mikova,",1932,19,F,SVK
"Paverova,",1926,43,F,SVK
"Kapolkova,",1904,17,F,SVK
"Ondrusova,",1902,27,F,SVK
"Tomovics,",1892,28,F,SVK
"Haasova,",1885,14,F,SVK
"Motuzova,",1885,61,F,SVK
"Harastova,",1883,57,F,SVK
"Cabanova,",1882,22,F,SVK
"Petrigacova,",1876,35,F,SVK
"Kapicakova,",1845,17,F,SVK
"Tomcikova,",1844,24,F,SVK
"Skapikova,",1842,58,F,SVK
"Lejnarova,",1838,71,F,SVK
"Peterkova,",1836,58,F,SVK
"Subjakova,",1826,19,F,SVK
"Jancovicova,",1825,21,F,SVK
"Neugebauer,",1824,25,F,SVK
"Cernekova,",1817,27,F,SVK
"Strelbitska,",1809,21,F,SVK
"Morvay,",1809,22,F,SVK
"Smidova,",1805,21,F,SVK
"Zilkova,",1805,42,F,SVK
"Sosovickova,",1805,15,F,SVK
"Tomcaniova,",1781,16,F,SVK
"Carnecka,",1773,19,F,SVK
"Romanova,",1770,18,F,SVK
"Nevicka,",1756,47,F,SVK
"Horvathova,",1746,15,F,SVK
"Morova,",1745,14,F,SVK
"Deverova,",1745,19,F,SVK
"Sromovska,",1742,24,F,SVK
"Bogi,",1739,54,F,SVK
"Truskova,",1738,15,F,SVK
"Zetocha,",1737,18,F,SVK
"Huszar,",1729,46,F,SVK
"Fajtakova,",1727,19,F,SVK
"Frundina,",1725,23,F,SVK
"Konkolova,",1724,27,F,SVK
"Benova,",1714,84,F,SVK
"Strakova,",1714,18,F,SVK
"Stolarova,",1713,43,F,SVK
"Weissensteinerova,",1693,45,F,SVK
"Mrmusova,",1689,16,F,SVK
"Pitonakova,",1687,41,F,SVK
"Kothajova,",1682,14,F,SVK
"Starzecova,",1680,46,F,SVK
"Kubikova,",1665,18,F,SVK
"Hrivnakova,",1653,84,F,SVK
"Li,",1647,14,F,SVK
"Goncharenko,",1633,15,F,SVK
"Khovpei,",1625,21,F,SVK
"Jursova,",1618,16,F,SVK
"Dudonova,",1618,17,F,SVK
"Tothova,",1614,43,F,SVK
"Vida,",1611,18,F,SVK
"Macakova,",1610,9,F,SVK
"Koscelnikova,",1607,13,F,SVK
"Bubnarova,",1607,26,F,SVK
"Cholovska,",1606,52,F,SVK
"Olexova,",1604,17,F,SVK
"Motyckova,",1599,48,F,SVK
"Jancovicova,",1598,17,F,SVK
"Mendelova,",1597,16,F,SVK
"Cibickova,",1597,11,F,SVK
"Tatarkova,",1597,38,F,SVK
"Mrvova,",1593,24,F,SVK
"Kosutova,",1592,16,F,SVK
"Mlcuchova,",1585,52,F,SVK
Abdirahman,1997,44,M,SOM
Abdulkadir,1986,31,M,SOM
Islam,1938,27,M,SOM
Rushdi,1935,30,M,SOM
Ali,1933,28,M,SOM
"Nor,",,0,M,SOM
"Mohamud,",1840,29,M,SOM
Mohamed,1836,40,M,SOM
"Fidow,",1833,55,M,SOM
Mohamad,1819,19,M,SOM
Mahad,1776,47,M,SOM
Abdullahi,1712,23,M,SOM
Hassan,1699,45,M,SOM
Yusuf,1680,33,M,SOM
Mohamed,1583,18,M,SOM
"Lee,",2426,25,M,KOR
"Yim,",2309,25,M,KOR
"Ahn,",2304,25,M,KOR
"Kwon,",2237,26,M,KOR
"Yun,",2199,14,M,KOR
"Huh,",2104,13,M,KOR
"Eynula,",2077,37,M,KOR
"Park,",2075,15,M,KOR
"Lee,",2072,32,M,KOR
"Chon,",2003,23,M,KOR
"Li,",1993,71,M,KOR
Gu,1987,29,M,KOR
"Seo,",1971,24,M,KOR
"Shinn,",1970,20,M,KOR
"Lee,",1966,17,M,KOR
"Kim,",1965,38,M,KOR
"Cho,",1958,34,M,KOR
"Park,",1940,16,M,KOR
"Lee,",1938,24,M,KOR
"Noh,",1933,17,M,KOR
"Hong,",1932,16,M,KOR
"Kim,",1932,24,M,KOR
"Yoon,",1924,23,M,KOR
"Kim,",1907,20,M,KOR
"Fruit,",1902,26,M,KOR
"Feigin,",1902,12,M,KOR
"Ahn,",1899,39,M,KOR
"Jo,",1888,40,M,KOR
"Kim,",1883,16,M,KOR
"Jung,",1882,33,M,KOR
"RV,",1873,26,M,KOR
"Park,",1873,21,M,KOR
"Turnbull,",1873,48,M,KOR
"Park,",1872,22,M,KOR
"Robson,",1872,38,M,KOR
"Kim,",1871,39,M,KOR
"Lee,",1869,16,M,KOR
"Yang,",1868,10,M,KOR
"Yoon,",1867,53,M,KOR
"Khan,",1863,23,M,KOR
"Mikulik,",1835,44,M,KOR
"You,",1834,25,M,KOR
"Kim,",1831,22,M,KOR
"Seo,",1830,17,M,KOR
"Kim,",1827,11,M,KOR
"Seo,",1827,16,M,KOR
"Lee,",1826,12,M,KOR
"Kim,",1825,20,M,KOR
"Park,",1821,15,M,KOR
"Jeong,",1819,23,M,KOR
"Lee,",1817,20,M,KOR
"Park,",1814,16,M,KOR
"Kim,",1812,14,M,KOR
"Lee,",1811,33,M,KOR
"Lee,",1808,13,M,KOR
"Bae,",1805,25,M,KOR
"Lee,",1802,16,M,KOR
"Kim,",1794,13,M,KOR
Kha,1792,61,M,KOR
"Gon,",1792,39,M,KOR
"Yang,",1791,23,M,KOR
"Kim,",1790,14,M,KOR
"Kim,",1784,13,M,KOR
"Kang,",1779,17,M,KOR
"Kim,",1778,16,M,KOR
"Nam,",1769,23,M,KOR
"Nam,",1763,21,M,KOR
"Kim,",1760,13,M,KOR
"Choi,",1760,26,M,KOR
"You,",1759,19,M,KOR
"Moon,",1754,21,M,KOR
"Yim,",1754,14,M,KOR
"Je,",1742,25,M,KOR
"Lim,",1740,14,M,KOR
"Jang,",1739,10,M,KOR
"Han,",1738,18,M,KOR
"Kim,",1735,14,M,KOR
"Park,",1732,33,M,KOR
"Eom,",1732,31,M,KOR
"Choi,",1729,18,M,KOR
"Yoo,",1725,9,M,KOR
"Kim,",1723,25,M,KOR
"Li,",1722,17,M,KOR
"Seo,",1721,10,M,KOR
"Hong,",1720,11,M,KOR
"Kim,",1718,25,M,KOR
"Kim,",1713,33,M,KOR
"Kim,",1711,28,M,KOR
"Park,",1710,12,M,KOR
"Chung,",1709,14,M,KOR
"Meiyazhagan,",1707,8,M,KOR
"Kim,",1707,10,M,KOR
"Cho,",1707,51,M,KOR
"Lee,",1705,28,M,KOR
"Kyun,",1704,28,M,KOR
"Kim,",1703,21,M,KOR
"Han,",1702,20,M,KOR
"Oh,",1700,10,M,KOR
"Park,",1699,37,M,KOR
"Kim,",1695,23,M,KOR
"Eynula,",2077,37,F,KOR
"Park,",1940,16,F,KOR
"Park,",1873,21,F,KOR
"Yang,",1868,10,F,KOR
"Khan,",1863,23,F,KOR
"Seo,",1830,17,F,KOR
"Kim,",1825,20,F,KOR
"Lee,",1817,20,F,KOR
"Kim,",1784,13,F,KOR
"Kang,",1779,17,F,KOR
"Li,",1722,17,F,KOR
"Cho,",1707,51,F,KOR
"Yim,",1685,17,F,KOR
"Cho,",1679,23,F,KOR
"Kim,",1667,10,F,KOR
"Lee,",1649,53,F,KOR
"Hong,",1635,14,F,KOR
"Kim,",1625,9,F,KOR
"Ten,",1617,15,F,KOR
"Ogay,",1609,16,F,KOR
"Browning,",1605,13,F,KOR
"Kim,",1602,21,F,KOR
"You,",1601,38,F,KOR
"Song,",1599,10,F,KOR
"Ahn,",1597,42,F,KOR
"Lee,",1597,25,F,KOR
"Kim,",1583,21,F,KOR
"Woo,",1579,9,F,KOR
"Koo,",1576,15,F,KOR
"Chung,",1554,8,F,KOR
"Lee,",1554,13,F,KOR
"Kim,",1551,11,F,KOR
"Kim,",1550,23,F,KOR
"Ma,",1549,39,F,KOR
"Kong,",1536,18,F,KOR
"Cho,",1529,46,F,KOR
"Choi,",1517,62,F,KOR
"Lee,",1513,30,F,KOR
"Wang,",1505,16,F,KOR
"Jang,",1498,12,F,KOR
"Choi,",1493,26,F,KOR
"Yang,",1482,12,F,KOR
"Kim,",1480,7,F,KOR
"Yang,",1475,9,F,KOR
"Shin,",1474,14,F,KOR
"Youn,",1472,14,F,KOR
Ruvedha,1468,15,F,KOR
"Kim,",1462,13,F,KOR
"Son,",1461,56,F,KOR
"Lee,",1460,52,F,KOR
"Kim,",1459,8,F,KOR
"Lee,",1458,11,F,KOR
"Jung,",1457,12,F,KOR
"Kim,",1452,15,F,KOR
"Sull,",1452,12,F,KOR
"Lee,",1449,20,F,KOR
"Yun,",1447,13,F,KOR
"Yang,",1437,14,F,KOR
"Kim,",1436,48,F,KOR
"Park,",1433,20,F,KOR
"Hwang,",1432,50,F,KOR
"Kang,",1431,45,F,KOR
"Kim,",1431,16,F,KOR
"Zee,",1426,13,F,KOR
"Lee,",1418,13,F,KOR
"Seo,",1416,9,F,KOR
"Chung,",1416,14,F,KOR
"Lee,",1404,29,F,KOR
"Kang,",0,50,F,KOR
"Jung,",0,11,F,KOR
"Choi,",0,15,F,KOR
"Gupta,",0,13,F,KOR
"Jang,",0,13,F,KOR
"Jeong,",0,11,F,KOR
"Jung,",0,9,F,KOR
"Jung,",0,43,F,KOR
"Kim,",0,19,F,KOR
Gong,2172,25,M,SSD
Peter,2065,28,M,SSD
Manyok,2045,33,M,SSD
Mach,2044,35,M,SSD
Lual,2029,21,M,SSD
David,2023,38,M,SSD
Akech,2017,28,M,SSD
Ajak,2016,25,M,SSD
David,2015,27,M,SSD
Acholhok,2013,22,M,SSD
Maring,1998,28,M,SSD
Ajak,1979,22,M,SSD
"Panchol,",1978,29,M,SSD
Madol,1978,24,M,SSD
Mabior,1973,27,M,SSD
Agook,1944,24,M,SSD
Anjelo,1944,45,M,SSD
"Majok,",1941,36,M,SSD
Wech,1927,24,M,SSD
"Malir,",1924,44,M,SSD
Deng,1912,25,M,SSD
Ngong,1910,21,M,SSD
Mach,1910,33,M,SSD
John,1907,27,M,SSD
Daniel,1904,37,M,SSD
Gabriel,1899,42,M,SSD
Kachuol,1894,20,M,SSD
Aduot,1889,40,M,SSD
Benjamin,1885,22,M,SSD
Daniel,1884,19,M,SSD
Agoot,1882,31,M,SSD
Atem,1881,29,M,SSD
Chol,1873,20,M,SSD
Adol,1871,26,M,SSD
Dut,1859,38,M,SSD
Magai,1858,34,M,SSD
Ayuen,1856,40,M,SSD
Daniel,1854,24,M,SSD
Mandela,1854,32,M,SSD
"Mayom,",1854,45,M,SSD
"Robin,",1851,33,M,SSD
Kut,1849,29,M,SSD
Achiek,1847,28,M,SSD
Simon,1845,39,M,SSD
Majok,1844,44,M,SSD
"Odiel,",1843,41,M,SSD
Malith,1837,35,M,SSD
John,1836,38,M,SSD
Chol,1826,37,M,SSD
Amat,1823,29,M,SSD
Emmanuel,1820,39,M,SSD
Majur,1819,29,M,SSD
Jangthok,1815,23,M,SSD
"Hussien,",1803,59,M,SSD
"Pandak,",1800,31,M,SSD
Gabriel,1795,30,M,SSD
Dau,1791,37,M,SSD
Michael,1787,42,M,SSD
Deng,1785,31,M,SSD
Samuel,1783,28,M,SSD
Emmanuel,1779,38,M,SSD
Joseph,1779,44,M,SSD
"Deng,",1777,45,M,SSD
Dojo,1774,40,M,SSD
Philip,1771,37,M,SSD
Kuol,1767,39,M,SSD
Micheal,1765,22,M,SSD
Jok,1762,37,M,SSD
Kuoiloi,1756,37,M,SSD
Daniel,1753,27,M,SSD
Mach,1747,17,M,SSD
Joseph,1745,39,M,SSD
Chol,1743,24,M,SSD
Gabriel,1732,37,M,SSD
Lado,1727,18,M,SSD
Pasquale,1726,29,M,SSD
Mabior,1723,29,M,SSD
Chol,1718,38,M,SSD
Aguto,1694,30,M,SSD
Gilo,1677,46,M,SSD
Latjor,1674,36,M,SSD
Abraham,1667,36,M,SSD
Gotbai,1667,36,M,SSD
Hassen,1632,35,M,SSD
Johareldin,1628,29,M,SSD
Majok,1627,45,M,SSD
Joseph,1622,32,M,SSD
Chol,1612,21,M,SSD
Amei,1547,30,M,SSD
Anton,2671,29,M,ESP
"Pichot,",2649,26,M,ESP
"Shirov,",2646,52,M,ESP
Vallejo,2638,42,M,ESP
"Yuffa,",2631,27,M,ESP
Santos,2630,28,M,ESP
"Chigaev,",2605,28,M,ESP
Salgado,2599,33,M,ESP
Illescas,2594,59,M,ESP
Santos,2594,25,M,ESP
Perez,2576,41,M,ESP
Iturrizaga,2575,35,M,ESP
Ibarra,2556,39,M,ESP
Forcen,2541,30,M,ESP
"Aroshidze,",2537,39,M,ESP
Alonso,2532,32,M,ESP
Cacho,2498,50,M,ESP
Arizmendi,2493,48,M,ESP
Gines,2492,20,M,ESP
Magem,2491,57,M,ESP
Garriga,2490,26,M,ESP
Macias,2484,17,M,ESP
Guerra,2484,36,M,ESP
Cuenca,2482,37,M,ESP
Alvarado,2482,31,M,ESP
Diaz,2478,28,M,ESP
Moreno,2477,39,M,ESP
Reinaldo,2477,44,M,ESP
Suarez,2477,26,M,ESP
Alsina,2473,36,M,ESP
Castellanos,2472,42,M,ESP
Pulvett,2472,33,M,ESP
Gonzalez,2465,51,M,ESP
Camacho,2461,33,M,ESP
"Korneev,",2459,55,M,ESP
"Khademalsharieh,",2458,27,M,ESP
Lopez,2455,44,M,ESP
Ayats,2451,23,M,ESP
Espinosa,2449,32,M,ESP
Fluvia,2449,42,M,ESP
Larino,2448,35,M,ESP
Suarez,2445,28,M,ESP
De,,66,M,ESP
Garrido,2444,19,M,ESP
Llorente,2444,35,M,ESP
Vila,2444,34,M,ESP
Alonso,2439,21,M,ESP
Asis,2439,38,M,ESP
Garbisu,2438,49,M,ESP
Garcia,2437,25,M,ESP
Medarde,2435,30,M,ESP
Almagro,2432,41,M,ESP
Plazuelo,2429,23,M,ESP
Moreno,2428,39,M,ESP
"Moskalenko,",2422,64,M,ESP
Pardo,2421,29,M,ESP
Comas,2419,53,M,ESP
Bernabeu,2418,27,M,ESP
Gamundi,2416,59,M,ESP
Lorenzo,ESP,41,M,ESP
"Kozlov,",2413,34,M,ESP
Tabuenca,2412,15,M,ESP
Quispe,2412,21,M,ESP
Cruz,2411,29,M,ESP
Antoli,2411,36,M,ESP
"Cabrera,",2410,48,M,ESP
Domingo,2409,25,M,ESP
Gonzalez,2409,36,M,ESP
Huerga,2407,35,M,ESP
Horcajuelo,2405,16,M,ESP
Martinez,2404,23,M,ESP
Tejedor,2403,29,M,ESP
Suarez,2403,41,M,ESP
"Ubilava,",2403,74,M,ESP
Ladron,ESP,29,M,ESP
Habans,2402,16,M,ESP
Franco,2402,42,M,ESP
Baron,2401,45,M,ESP
Vergara,2400,17,M,ESP
Del,,48,M,ESP
Suarez,2400,30,M,ESP
Recuero,2399,33,M,ESP
Perea,2398,16,M,ESP
Aloma,2398,35,M,ESP
Garcia,2398,58,M,ESP
Vidal,2398,30,M,ESP
Merario,2397,28,M,ESP
Gonzalez,ESP,43,M,ESP
Corral,2394,62,M,ESP
Garcia,2394,43,M,ESP
"Lin,",2392,19,M,ESP
Martinez,2390,43,M,ESP
Montoliu,2389,28,M,ESP
Garrido,2389,36,M,ESP
Herraiz,2389,46,M,ESP
Lopez,2388,24,M,ESP
Gonzalez,2388,40,M,ESP
Vega,2385,37,M,ESP
"Khamrakulov,",2384,42,M,ESP
Garza,2384,52,M,ESP
"Khademalsharieh,",2458,27,F,ESP
Vega,2385,37,F,ESP
Garcia,2315,24,F,ESP
Matnadze,2311,41,F,ESP
Aranaz,2242,29,F,ESP
Calzetta,2217,52,F,ESP
Prado,2199,27,F,ESP
Garcia-Castany,2194,27,F,ESP
Rodriguez,2188,20,F,ESP
Zhou,2181,19,F,ESP
Hernandez,2172,51,F,ESP
Clopes,2164,33,F,ESP
Trujillo,2160,41,F,ESP
"Grabuzova,",2157,57,F,ESP
Eizaguerri,2154,20,F,ESP
Pares,2149,69,F,ESP
Gil,2145,35,F,ESP
Galvan,2144,20,F,ESP
Jimenez,2137,20,F,ESP
Perera,2135,30,F,ESP
Lorente,2130,19,F,ESP
Vega,2130,39,F,ESP
Timon,2113,49,F,ESP
Pascual,2108,36,F,ESP
Ros,2107,21,F,ESP
Donate,2103,19,F,ESP
Buiza,2102,25,F,ESP
Suarez,2102,17,F,ESP
Martin,2094,27,F,ESP
Roque,2084,26,F,ESP
"Chigaeva,",2078,28,F,ESP
Li,2067,15,F,ESP
Abrisqueta,2064,19,F,ESP
Ordonez,ESP,28,F,ESP
Follana,2058,19,F,ESP
Collado,2052,31,F,ESP
Ruiz,2051,28,F,ESP
Sanleon,2042,20,F,ESP
Llaneza,2042,45,F,ESP
Guadamuro,2039,33,F,ESP
De,2036,21,F,ESP
Martinez,2036,18,F,ESP
Sosa,2036,22,F,ESP
Casset,2032,35,F,ESP
"Lezhepekova,",2023,29,F,ESP
Guillo,2022,20,F,ESP
Comellas,2021,24,F,ESP
Redondo,2020,45,F,ESP
Vinolas,2015,21,F,ESP
"Briand,",2013,19,F,ESP
Ruiz,2012,22,F,ESP
Castillo,2009,31,F,ESP
Zapata,2008,42,F,ESP
Gutierrez,2005,39,F,ESP
Perez,2003,19,F,ESP
"Plachkinova,",1999,43,F,ESP
Estevez,1995,20,F,ESP
Garcia,1995,26,F,ESP
Pina,1994,38,F,ESP
Hernandez,1990,18,F,ESP
Jausas,1989,23,F,ESP
Riera,1988,34,F,ESP
Gonzalez,1988,36,F,ESP
Cereijo,1987,16,F,ESP
Sales,1982,42,F,ESP
Jimenez,1980,14,F,ESP
Vicens,1980,35,F,ESP
Sanchez,1978,30,F,ESP
Pablos,1977,30,F,ESP
Bonet,1966,18,F,ESP
Sanchez,1965,20,F,ESP
Gomez,1965,26,F,ESP
Garcia,1962,46,F,ESP
Miranda,1958,19,F,ESP
Anton,1958,24,F,ESP
Nieto,ESP,30,F,ESP
Magarino,1955,25,F,ESP
Marin,1954,34,F,ESP
Martin,1953,48,F,ESP
Vilar,1950,54,F,ESP
Casares,1950,19,F,ESP
Lobo,1949,17,F,ESP
Perez,1949,49,F,ESP
Garcia,1942,37,F,ESP
"Messam-Sparks,",1940,32,F,ESP
Martinez,1937,41,F,ESP
Suarez,1932,31,F,ESP
Ortin,1930,23,F,ESP
Balcells,1926,38,F,ESP
Pinyol,1923,16,F,ESP
Alcaraz,1922,37,F,ESP
Megias,1919,41,F,ESP
Vardanyan,1916,15,F,ESP
Benito,1916,39,F,ESP
Tocino,1914,19,F,ESP
Garcia,1912,15,F,ESP
De,ESP,24,F,ESP
"Sargsyan,",1908,22,F,ESP
Torrents,1907,18,F,ESP
Andrade,1906,21,F,ESP
"Siban,",2021,47,M,SUR
"Giasi,",2004,33,M,SUR
"Hanoeman,",2002,37,M,SUR
"Yeung,",1998,18,M,SUR
"Kalidjo,",1922,20,M,SUR
"Matoewi,",1877,49,M,SUR
"Lautan,",1873,39,M,SUR
"Kaslan,",1869,21,M,SUR
"Kalka,",1851,23,M,SUR
"Amatdarso,",1841,45,M,SUR
"Chashawa,",1816,25,M,SUR
Lo,1806,67,M,SUR
"Kartodikromo,",1776,20,M,SUR
dos,1767,31,M,SUR
"Ramsing,",1753,23,M,SUR
"Kaslan,",1740,19,M,SUR
"Bridjlal,",1732,21,M,SUR
"Wijnhard,",1727,15,M,SUR
"Finkie,",1708,25,M,SUR
"Ramesar,",1705,13,M,SUR
"Kartodikromo,",1686,15,M,SUR
Tjong,1684,17,M,SUR
"Kaslan,",1683,24,M,SUR
Orasji,1657,14,M,SUR
"Kalijan,",1654,20,M,SUR
"Fung,",1639,13,M,SUR
Tjin,1626,13,M,SUR
Habieb,1622,16,M,SUR
"Wu,",1611,14,M,SUR
Jong,1609,15,M,SUR
Pawiroredjo,1609,15,M,SUR
"Ramesar,",1586,17,M,SUR
Fung,1575,17,M,SUR
"Radja,",1567,19,M,SUR
Soetowidjojo,1561,16,M,SUR
"Wijnhard,",1553,21,M,SUR
Marsio,1536,18,M,SUR
"Pernosoekotjo,",1531,14,M,SUR
Avantika,1529,16,M,SUR
Chotkan,1520,17,M,SUR
"Kasanradji,",1511,13,M,SUR
Elliot,1507,15,M,SUR
"Klimsop,",1505,24,M,SUR
"Boedhoe,",1495,18,M,SUR
"Creebsburg,",1494,18,M,SUR
Sloote,1484,15,M,SUR
Janice,1479,12,M,SUR
"Kalloe,",1479,19,M,SUR
"Kalloe,",1475,15,M,SUR
Wongsoredjo,1472,18,M,SUR
"Gajadien,",1466,16,M,SUR
"Lew,",1459,11,M,SUR
Febis,1450,17,M,SUR
"Parsan,",1413,18,M,SUR
"Jhingur,",1408,19,M,SUR
"Panchoe,",0,21,M,SUR
"Kaslan,",1869,21,F,SUR
"Kaslan,",1740,19,F,SUR
"Wijnhard,",1727,15,F,SUR
Tjong,1684,17,F,SUR
"Kaslan,",1683,24,F,SUR
"Wu,",1611,14,F,SUR
Fung,1575,17,F,SUR
"Wijnhard,",1553,21,F,SUR
Avantika,1529,16,F,SUR
"Creebsburg,",1494,18,F,SUR
Janice,1479,12,F,SUR
Wongsoredjo,1472,18,F,SUR
"Panchoe,",0,21,F,SUR
"Grandelius,",2645,31,M,SWE
"Hellers,",2583,55,M,SWE
"Seo,",2505,22,M,SWE
"Sivuk,",2502,32,M,SWE
"Berg,",2502,43,M,SWE
"Cicak,",2497,55,M,SWE
"Galperin,",2491,21,M,SWE
"Blomqvist,",2482,34,M,SWE
"Tikkanen,",2475,39,M,SWE
"Kucuksari,",2473,21,M,SWE
"Westerberg,",2470,30,M,SWE
"Lokander,",2467,28,M,SWE
Hillarp,2455,54,M,SWE
"Storme,",2455,23,M,SWE
"Pantzar,",2453,23,M,SWE
"Trost,",2439,17,M,SWE
"Lyrberg,",2439,48,M,SWE
"Smith,",2433,38,M,SWE
"Semcesen,",2432,38,M,SWE
"Hector,",2431,60,M,SWE
"Sjodahl,",2430,53,M,SWE
"Degerman,",2428,61,M,SWE
"Sorensen,",2419,21,M,SWE
"Cramling,",2415,61,M,SWE
"Karlsson,",2413,69,M,SWE
"Johansson,",2412,29,M,SWE
"Barkhagen,",2411,50,M,SWE
"Jepson,",2404,52,M,SWE
"Hermansson,",2402,53,M,SWE
"Tairi,",2402,55,M,SWE
"Wessman,",2399,55,M,SWE
"Mauritsson,",2391,39,M,SWE
"Lindgren,",2390,30,M,SWE
"Ahlander,",2387,61,M,SWE
"Schneider,",2379,47,M,SWE
"Jogstad,",2379,25,M,SWE
"Eriksson,",2377,51,M,SWE
Von,2374,48,M,SWE
"Arman,",2371,39,M,SWE
"Olsson,",2369,19,M,SWE
"Brynell,",2368,62,M,SWE
"Olund,",2366,28,M,SWE
"Falkevall,",2359,18,M,SWE
"Wedberg,",2354,71,M,SWE
"Winsnes,",2354,56,M,SWE
"Carlsson,",2352,21,M,SWE
"Lindberg,",2352,64,M,SWE
"Andersson,",2352,46,M,SWE
"Moreau,",2352,53,M,SWE
"Thorn,",2344,32,M,SWE
"Soderstrom,",2342,17,M,SWE
"Akesson,",2342,63,M,SWE
"Bator,",2341,61,M,SWE
"Laveryd,",2337,54,M,SWE
"Ostlund,",2333,19,M,SWE
"Dragicevic,",2332,35,M,SWE
"Brostrom,",2332,82,M,SWE
"Kockum,",2328,37,M,SWE
"Lejlic,",2326,60,M,SWE
"Lissang,",2325,35,M,SWE
"Aaberg,",2322,52,M,SWE
"Bergstrom,",2320,50,M,SWE
"Cederstam,",2319,31,M,SWE
"Andreasson,",2315,65,M,SWE
"Uddenfeldt,",2315,73,M,SWE
"Cramling,",2314,65,M,SWE
"Renman,",2312,74,M,SWE
"Engqvist,",2311,61,M,SWE
"Hamark,",2307,51,M,SWE
"Furhoff,",2307,55,M,SWE
"Svensson,",2306,64,M,SWE
"Penalver,",2304,55,M,SWE
"Livner,",2303,46,M,SWE
"Rosberg,",2303,34,M,SWE
"Grahn,",2302,18,M,SWE
"Aronsson,",2302,48,M,SWE
"Sandstrom,",2299,59,M,SWE
"Ziegler,",2297,58,M,SWE
"Rydstrom,",2295,27,M,SWE
"Norberg,",2294,39,M,SWE
"Grandell,",2294,33,M,SWE
"Welin,",2291,47,M,SWE
"Svenn,",2288,62,M,SWE
"Johansson,",2287,64,M,SWE
"Religa,",2285,16,M,SWE
"Gajic,",2285,35,M,SWE
"Logdahl,",2284,54,M,SWE
"Karlsson,",2284,66,M,SWE
Bellon,2281,74,M,SWE
"Henriksson,",2281,48,M,SWE
"Helgason,",2280,56,M,SWE
"Persson,",2280,47,M,SWE
"Mohammadi,",2280,39,M,SWE
"Carlsson,",2279,50,M,SWE
"Lukez,",2276,60,M,SWE
"Kenneskog,",2275,29,M,SWE
"Lindh,",2270,49,M,SWE
"Hedman,",2269,48,M,SWE
"Andersson,",2269,64,M,SWE
"Sanden,",2268,57,M,SWE
"Cramling,",2415,61,F,SWE
"Agrest,",2187,33,F,SWE
"Frisk,",2174,38,F,SWE
"Tetenkina,",2120,46,F,SWE
"Pavlovskaia,",2086,46,F,SWE
"Valcu,",2067,15,F,SWE
Cramling,2061,22,F,SWE
"Fransson,",2050,30,F,SWE
"Ostensson,",2028,19,F,SWE
"Bengtsson,",2016,29,F,SWE
"Wickstrom,",1994,26,F,SWE
"Jiretorn,",1993,53,F,SWE
"Bengtsson,",1975,61,F,SWE
"Zaritovskaja,",1959,20,F,SWE
Berg,1951,66,F,SWE
"Lundstrom,",1936,31,F,SWE
"Borisova,",1932,73,F,SWE
"Eriksson,",1897,29,F,SWE
"Thornqvist,",1897,45,F,SWE
"Johansson,",1887,69,F,SWE
"Berggren,",1865,39,F,SWE
"Harshavardhini,",1817,17,F,SWE
"Berg,",1810,40,F,SWE
"Savela,",1792,19,F,SWE
"Olsson,",1791,40,F,SWE
"Andersson,",1778,16,F,SWE
"Lindberg,",1777,58,F,SWE
"Larsson,",1772,16,F,SWE
"Johansson,",1744,25,F,SWE
"Andersson,",1740,50,F,SWE
"Truskavetska,",1733,19,F,SWE
"Xiong,",1727,16,F,SWE
"Hansen,",1720,30,F,SWE
"Ostafiev,",1711,13,F,SWE
"Andersson,",1709,13,F,SWE
"Hellstrand,",1670,14,F,SWE
"Strand,",1667,62,F,SWE
"Moller,",1667,12,F,SWE
"Larsson,",1660,13,F,SWE
"Gultekin,",1657,14,F,SWE
"Ellerstrand,",1637,61,F,SWE
"Jukic,",1637,27,F,SWE
"Hellmer,",1629,72,F,SWE
"Stromberg,",1609,56,F,SWE
"Lindgren,",1607,42,F,SWE
"Salejeva,",1605,65,F,SWE
"Elkan,",1603,72,F,SWE
"Wigemo,Erica",1603,23,F,SWE
"Frank,",1602,16,F,SWE
"Zhong,",1595,11,F,SWE
"Schmalholz,",1593,13,F,SWE
"Isaksson,",1592,26,F,SWE
"Svensson,",1590,69,F,SWE
"Westin,",1590,21,F,SWE
"Stahl,",1586,14,F,SWE
"Norlander,",1582,36,F,SWE
"Eglite,",1582,54,F,SWE
"Jonsson,",1575,33,F,SWE
"Claudio,",1570,18,F,SWE
"Trybom,Freja",1567,29,F,SWE
de,1549,71,F,SWE
"Svensson,",1549,57,F,SWE
"Yadav,",1532,13,F,SWE
"Alladi,",1531,14,F,SWE
"Akerlund,",1530,81,F,SWE
"Ostafiev,",1529,10,F,SWE
"Yigit,",1518,10,F,SWE
"Nilsson,",1509,33,F,SWE
"Rahman,",1504,26,F,SWE
"Holmgren,",1501,16,F,SWE
"Steblyna,",1486,25,F,SWE
"Popovics,",1484,13,F,SWE
"Bermig,",1484,17,F,SWE
"Radon,",1473,86,F,SWE
